age,annual_income,credit_score,employment_years,num_late_payments,utilization_rate,num_credit_lines,loan_amount,loan_term_months,debt_to_income,home_ownership,loan_purpose,default
64,27030.26,605,0.6,0,0.2668,7,15550.48,24,0.2876,MORTGAGE,DEBT_CONSOLIDATION,0
51,50576.08,721,6.1,1,0.0391,2,9268.17,36,0.0611,RENT,DEBT_CONSOLIDATION,0
62,54789.63,593,2.1,2,0.1411,7,16319.82,12,0.2979,RENT,BUSINESS,1
33,89187.7,728,2.7,1,0.6022,4,28436.3,84,0.0455,MORTGAGE,DEBT_CONSOLIDATION,1
47,68506.93,597,0.3,0,0.2251,3,17871.6,72,0.0435,OWN,EDUCATION,0
60,35243.84,645,1.5,0,0.41,10,22567.84,72,0.1067,RENT,HOME_IMPROVEMENT,0
37,67469.92,644,0.1,0,0.5081,6,10168.57,60,0.0301,MORTGAGE,HOME_IMPROVEMENT,0
50,52731.98,791,4.1,0,0.0241,16,13665.27,36,0.0864,MORTGAGE,MEDICAL,0
51,37518.41,485,6.3,1,0.4237,2,37252.07,48,0.2482,MORTGAGE,DEBT_CONSOLIDATION,0
57,27044.7,850,9.7,0,0.2454,6,6993.65,12,0.2586,MORTGAGE,HOME_IMPROVEMENT,0
63,81830.2,615,0.6,0,0.1612,5,20693.65,72,0.0421,RENT,HOME_IMPROVEMENT,0
48,74846.8,670,0.0,3,0.3407,14,13118.19,12,0.1753,MORTGAGE,DEBT_CONSOLIDATION,0
47,79093.38,713,0.8,1,0.4974,1,34894.85,24,0.2206,RENT,DEBT_CONSOLIDATION,0
59,41600.93,706,20.2,2,0.5796,13,21218.19,60,0.102,RENT,EDUCATION,0
51,65221.21,747,3.6,0,0.6085,16,20607.94,24,0.158,OWN,MEDICAL,1
37,30101.13,728,2.3,1,0.1953,10,15150.18,48,0.1258,RENT,BUSINESS,0
49,36559.95,842,6.5,1,0.4651,4,23644.03,36,0.2156,OWN,HOME_IMPROVEMENT,0
45,60892.55,738,2.0,2,0.2633,4,4444.02,48,0.0182,RENT,MEDICAL,0
31,68266.64,670,1.1,1,0.2453,15,11570.39,72,0.0282,RENT,EDUCATION,0
44,26518.32,635,12.1,1,0.5754,10,12323.75,60,0.0929,RENT,HOME_IMPROVEMENT,0
48,35285.51,633,11.9,2,0.3199,10,8445.63,60,0.0479,OWN,EDUCATION,1
60,49876.42,783,4.8,1,0.124,3,17088.41,72,0.0571,RENT,HOME_IMPROVEMENT,0
46,96689.43,820,1.4,0,0.293,12,7650.42,24,0.0396,MORTGAGE,EDUCATION,0
29,39872.76,760,3.2,1,0.2693,7,5167.18,72,0.0216,MORTGAGE,DEBT_CONSOLIDATION,0
64,64233.98,426,4.1,0,0.3765,14,23299.26,48,0.0907,OWN,DEBT_CONSOLIDATION,1
46,67690.17,500,0.5,1,0.3099,16,4875.46,24,0.036,OWN,DEBT_CONSOLIDATION,1
34,52846.89,679,0.0,2,0.2999,3,29941.73,24,0.2833,OWN,EDUCATION,1
54,68460.35,666,8.4,0,0.0497,5,6501.67,48,0.0237,RENT,BUSINESS,0
38,30562.88,681,0.4,1,0.2596,1,10860.81,24,0.1777,OWN,DEBT_CONSOLIDATION,0
37,43135.71,780,3.1,1,0.6958,2,7819.83,48,0.0453,RENT,DEBT_CONSOLIDATION,0
58,122661.02,776,1.4,1,0.3517,13,16697.68,36,0.0454,OWN,HOME_IMPROVEMENT,0
59,127055.9,693,1.7,0,0.4948,15,22774.87,24,0.0896,RENT,DEBT_CONSOLIDATION,1
44,91259.32,558,2.4,1,0.2503,3,8861.87,48,0.0243,OWN,BUSINESS,0
38,103797.39,581,15.0,3,0.1202,2,10331.97,84,0.0142,MORTGAGE,MEDICAL,1
59,24029.67,685,5.6,2,0.41,2,20359.92,60,0.1695,RENT,BUSINESS,1
29,37259.12,713,13.0,1,0.0542,6,22942.65,84,0.088,MORTGAGE,HOME_IMPROVEMENT,0
54,51248.89,582,2.4,0,0.2738,16,8931.65,24,0.0871,RENT,DEBT_CONSOLIDATION,0
47,200349.97,732,4.4,3,0.0691,13,4736.1,48,0.0059,OWN,BUSINESS,1
58,51198.12,539,0.3,0,0.8209,16,28846.63,36,0.1878,OWN,EDUCATION,1
40,86894.69,466,4.1,2,0.0973,11,10164.99,36,0.039,RENT,HOME_IMPROVEMENT,1
57,72343.87,609,11.3,1,0.232,4,40467.6,84,0.0799,RENT,MEDICAL,0
22,71543.56,789,0.5,3,0.3488,13,16459.78,84,0.0329,OWN,HOME_IMPROVEMENT,0
54,59173.83,801,1.0,0,0.2448,15,5223.87,72,0.0147,MORTGAGE,DEBT_CONSOLIDATION,0
25,32859.09,552,1.0,2,0.2111,10,14357.01,84,0.0624,MORTGAGE,EDUCATION,0
49,20000.0,558,2.7,2,0.4422,8,5419.23,24,0.1355,MORTGAGE,DEBT_CONSOLIDATION,0
30,113654.82,740,2.5,1,0.4493,7,3400.73,12,0.0299,MORTGAGE,HOME_IMPROVEMENT,0
63,43991.47,644,3.9,1,0.3077,7,6911.47,24,0.0786,RENT,BUSINESS,1
55,23539.69,789,4.5,1,0.0766,15,51155.46,36,0.7244,MORTGAGE,HOME_IMPROVEMENT,0
26,74531.75,739,17.7,4,0.5129,14,2534.9,84,0.0049,RENT,DEBT_CONSOLIDATION,0
60,73820.72,753,4.2,0,0.6656,15,22619.39,48,0.0766,MORTGAGE,HOME_IMPROVEMENT,0
32,87899.22,614,0.0,2,0.0766,10,6429.02,24,0.0366,MORTGAGE,DEBT_CONSOLIDATION,0
45,104595.71,715,0.1,2,0.106,12,26333.04,36,0.0839,RENT,DEBT_CONSOLIDATION,1
25,37816.73,841,3.3,1,0.1589,10,22325.11,48,0.1476,OWN,HOME_IMPROVEMENT,0
26,38658.0,691,30.0,1,0.3843,11,58676.83,48,0.3795,RENT,EDUCATION,0
32,51054.47,676,1.8,0,0.3157,3,36445.93,60,0.1428,OWN,MEDICAL,0
44,90293.44,645,1.7,2,0.4345,14,15470.47,24,0.0857,MORTGAGE,DEBT_CONSOLIDATION,0
45,20924.59,551,0.5,0,0.2607,12,13597.48,48,0.1625,MORTGAGE,MEDICAL,1
58,63837.95,592,1.8,1,0.505,16,8489.44,12,0.133,RENT,DEBT_CONSOLIDATION,1
29,95421.66,608,0.9,0,0.2011,11,5312.71,12,0.0557,RENT,DEBT_CONSOLIDATION,0
54,93473.03,548,8.0,2,0.1692,8,43310.5,48,0.1158,RENT,DEBT_CONSOLIDATION,1
22,85329.95,556,5.6,2,0.4639,9,15034.48,12,0.1762,MORTGAGE,EDUCATION,1
34,101874.84,484,0.8,1,0.3229,15,8431.44,24,0.0414,MORTGAGE,DEBT_CONSOLIDATION,1
29,20000.0,617,0.2,2,0.5508,12,3585.76,36,0.0598,MORTGAGE,BUSINESS,0
27,134152.75,734,0.4,0,0.3049,7,12763.04,12,0.0951,RENT,EDUCATION,0
47,70629.45,654,0.5,2,0.6023,15,35324.2,84,0.0714,RENT,DEBT_CONSOLIDATION,0
60,116695.78,655,16.3,0,0.1082,5,6775.85,72,0.0097,RENT,DEBT_CONSOLIDATION,0
50,33279.03,741,0.7,2,0.4002,13,4362.77,60,0.0262,MORTGAGE,HOME_IMPROVEMENT,0
58,24911.54,815,0.8,0,0.3654,15,13355.57,84,0.0766,RENT,HOME_IMPROVEMENT,0
47,146266.98,850,0.6,0,0.2457,13,11547.63,48,0.0197,MORTGAGE,BUSINESS,0
24,37674.51,691,0.6,0,0.4813,12,2479.56,72,0.011,RENT,DEBT_CONSOLIDATION,1
36,51255.36,657,1.5,1,0.3418,13,11254.23,36,0.0732,OWN,DEBT_CONSOLIDATION,1
57,77942.55,646,2.9,0,0.7084,9,17352.62,84,0.0318,MORTGAGE,MEDICAL,0
23,88118.99,727,0.5,0,0.3275,4,9598.59,48,0.0272,RENT,BUSINESS,0
26,102663.11,667,3.4,1,0.3201,12,16279.7,84,0.0227,RENT,DEBT_CONSOLIDATION,0
57,66949.45,667,4.2,1,0.3452,6,16159.27,12,0.2414,OWN,HOME_IMPROVEMENT,0
24,35342.64,673,8.6,0,0.4515,11,7784.19,48,0.0551,RENT,DEBT_CONSOLIDATION,0
63,85247.69,604,5.8,1,0.2583,5,5443.26,84,0.0091,RENT,HOME_IMPROVEMENT,0
54,85929.12,493,2.1,3,0.4514,4,16694.58,48,0.0486,MORTGAGE,DEBT_CONSOLIDATION,1
50,24160.7,626,9.8,1,0.1056,8,3557.1,84,0.021,RENT,EDUCATION,0
45,121703.42,796,4.1,0,0.4317,3,8384.82,60,0.0138,OWN,DEBT_CONSOLIDATION,0
25,20000.0,792,7.8,3,0.1408,6,11349.49,84,0.0811,MORTGAGE,DEBT_CONSOLIDATION,0
39,100429.15,755,1.3,2,0.2369,3,11236.34,48,0.028,MORTGAGE,HOME_IMPROVEMENT,0
56,43605.78,640,0.0,1,0.7215,4,6455.66,36,0.0493,MORTGAGE,EDUCATION,1
60,85199.83,616,3.9,1,0.0248,16,13609.63,12,0.1597,RENT,DEBT_CONSOLIDATION,1
41,77272.78,809,1.2,1,0.15,1,3378.25,72,0.0073,OWN,BUSINESS,0
58,58773.05,593,4.0,3,0.5133,14,1700.88,24,0.0145,MORTGAGE,MEDICAL,1
55,75022.5,683,7.5,1,0.4722,5,7551.26,72,0.0168,RENT,BUSINESS,1
24,57341.26,815,4.7,3,0.0877,8,9114.85,60,0.0318,RENT,MEDICAL,1
48,85560.19,689,1.2,4,0.3985,3,40647.9,24,0.2375,RENT,MEDICAL,1
48,178552.13,656,11.9,1,0.129,6,2545.69,12,0.0143,MORTGAGE,DEBT_CONSOLIDATION,1
45,30619.14,772,1.8,0,0.4454,2,11417.4,36,0.1243,RENT,DEBT_CONSOLIDATION,0
55,20000.0,685,1.5,1,0.4901,16,24723.46,24,0.6181,RENT,HOME_IMPROVEMENT,0
60,48638.12,695,3.4,2,0.145,15,17949.96,60,0.0738,RENT,BUSINESS,1
45,47003.96,801,4.9,2,0.3216,3,16280.29,60,0.0693,MORTGAGE,DEBT_CONSOLIDATION,0
35,49573.71,476,0.4,2,0.3089,11,7240.26,60,0.0292,MORTGAGE,HOME_IMPROVEMENT,0
64,37676.07,708,3.0,1,0.2777,5,9100.83,48,0.0604,MORTGAGE,BUSINESS,0
63,92615.99,618,2.8,0,0.4212,12,13191.79,12,0.1424,RENT,HOME_IMPROVEMENT,1
51,30011.48,663,5.0,0,0.1534,11,17815.59,12,0.5936,MORTGAGE,HOME_IMPROVEMENT,0
49,75010.81,689,20.1,2,0.3972,9,8063.78,84,0.0154,RENT,DEBT_CONSOLIDATION,0
26,82391.11,625,11.8,1,0.1946,7,20927.1,48,0.0635,RENT,MEDICAL,0
39,70138.91,698,7.5,1,0.3263,15,15175.46,24,0.1082,MORTGAGE,HOME_IMPROVEMENT,0
30,76387.29,710,8.2,2,0.379,14,13998.86,48,0.0458,RENT,DEBT_CONSOLIDATION,0
44,96243.2,696,12.2,2,0.3108,6,26551.43,12,0.2759,RENT,DEBT_CONSOLIDATION,0
57,61499.4,688,1.5,1,0.1503,7,5976.89,84,0.0139,OWN,DEBT_CONSOLIDATION,0
31,50349.89,670,1.5,1,0.7246,6,16160.01,72,0.0535,OWN,DEBT_CONSOLIDATION,0
64,76357.78,672,4.3,3,0.3816,11,15278.28,84,0.0286,RENT,EDUCATION,1
27,80836.44,686,2.5,0,0.0848,14,11206.0,72,0.0231,RENT,DEBT_CONSOLIDATION,0
26,93418.11,604,0.6,2,0.3905,3,4071.91,12,0.0436,OWN,DEBT_CONSOLIDATION,1
63,25433.02,781,1.6,3,0.3175,14,57171.17,84,0.3211,MORTGAGE,EDUCATION,0
26,54624.31,672,0.0,1,0.2213,14,15141.13,60,0.0554,RENT,DEBT_CONSOLIDATION,0
53,35147.75,647,1.6,0,0.208,11,26508.01,84,0.1077,RENT,DEBT_CONSOLIDATION,0
54,79259.49,711,5.0,2,0.0797,5,21935.08,72,0.0461,MORTGAGE,DEBT_CONSOLIDATION,0
36,86107.74,670,6.7,4,0.1698,6,9432.52,36,0.0365,OWN,DEBT_CONSOLIDATION,1
24,52197.7,779,4.9,0,0.4775,7,20850.88,60,0.0799,MORTGAGE,EDUCATION,0
35,41579.64,751,3.8,0,0.0698,15,32060.65,72,0.1285,RENT,DEBT_CONSOLIDATION,0
24,80699.02,687,0.3,0,0.1905,7,5932.41,60,0.0147,RENT,MEDICAL,0
50,56015.23,755,4.9,3,0.2536,10,25003.65,60,0.0893,MORTGAGE,MEDICAL,1
60,122177.88,698,9.5,1,0.4727,12,7619.84,84,0.0089,OWN,HOME_IMPROVEMENT,0
64,145288.47,587,12.1,2,0.1471,7,15807.82,72,0.0181,RENT,EDUCATION,0
56,98750.87,751,1.1,3,0.1336,16,4308.34,36,0.0145,MORTGAGE,DEBT_CONSOLIDATION,0
55,67260.52,527,3.5,1,0.4886,15,15810.85,24,0.1175,RENT,MEDICAL,1
59,149161.88,398,5.3,3,0.28,1,17494.73,84,0.0168,MORTGAGE,HOME_IMPROVEMENT,0
55,67532.22,735,9.9,0,0.1046,7,5001.87,48,0.0185,MORTGAGE,DEBT_CONSOLIDATION,0
49,47117.66,715,2.0,1,0.0478,3,14578.36,60,0.0619,RENT,EDUCATION,0
64,42716.04,710,6.2,0,0.2551,3,34545.17,72,0.1348,MORTGAGE,DEBT_CONSOLIDATION,0
35,42118.79,791,3.6,2,0.3303,9,13518.7,72,0.0535,RENT,MEDICAL,1
39,59683.75,678,11.8,1,0.1683,4,21263.59,36,0.1188,MORTGAGE,MEDICAL,0
60,75473.99,649,13.1,0,0.0881,2,11243.52,12,0.149,RENT,HOME_IMPROVEMENT,0
35,29508.14,743,0.4,0,0.1619,17,17153.79,12,0.5813,MORTGAGE,DEBT_CONSOLIDATION,0
34,47836.16,622,6.6,0,0.1512,11,16851.83,84,0.0503,MORTGAGE,HOME_IMPROVEMENT,0
28,66597.71,660,0.8,3,0.2798,14,13378.72,60,0.0402,MORTGAGE,DEBT_CONSOLIDATION,1
33,82603.98,700,17.1,5,0.2942,17,8784.13,48,0.0266,RENT,HOME_IMPROVEMENT,1
47,59103.1,706,2.1,1,0.0315,3,24540.54,12,0.4152,MORTGAGE,MEDICAL,0
60,67660.25,653,5.9,1,0.1928,3,32461.24,36,0.1599,OWN,BUSINESS,0
27,32232.77,640,5.4,3,0.3751,13,60000.0,24,0.9307,MORTGAGE,DEBT_CONSOLIDATION,1
51,37953.11,590,15.3,2,0.3091,3,23378.67,60,0.1232,MORTGAGE,DEBT_CONSOLIDATION,0
54,58079.56,617,3.6,1,0.2237,17,8473.12,84,0.0208,RENT,EDUCATION,0
60,77286.58,825,3.7,0,0.3125,12,47917.92,24,0.31,RENT,HOME_IMPROVEMENT,0
54,67215.0,658,5.9,3,0.4323,11,60000.0,24,0.4463,OWN,DEBT_CONSOLIDATION,0
28,39166.92,695,1.1,0,0.2052,16,4367.73,36,0.0372,RENT,DEBT_CONSOLIDATION,0
43,53194.96,560,8.6,1,0.4502,13,8928.07,12,0.1678,MORTGAGE,HOME_IMPROVEMENT,0
62,127506.06,850,0.4,1,0.4029,13,5500.84,60,0.0086,MORTGAGE,HOME_IMPROVEMENT,0
61,78600.17,611,1.9,1,0.4365,6,16625.78,60,0.0423,MORTGAGE,DEBT_CONSOLIDATION,0
48,55200.84,585,15.9,0,0.1843,14,14857.03,12,0.2691,RENT,DEBT_CONSOLIDATION,1
63,35849.38,675,2.0,0,0.4319,3,11388.69,72,0.0529,OWN,MEDICAL,0
50,41911.45,608,0.3,3,0.2319,2,5451.89,72,0.0217,RENT,DEBT_CONSOLIDATION,1
24,60071.76,709,2.0,0,0.4897,5,3895.96,84,0.0093,RENT,MEDICAL,0
61,68732.23,559,22.9,0,0.2567,13,9926.98,84,0.0206,MORTGAGE,DEBT_CONSOLIDATION,0
29,79441.94,770,0.7,0,0.1877,17,60000.0,36,0.2518,OWN,EDUCATION,0
38,72692.45,755,2.2,0,0.5476,11,40080.13,72,0.0919,RENT,BUSINESS,1
32,49755.78,670,10.8,0,0.3868,3,42001.94,24,0.4221,MORTGAGE,HOME_IMPROVEMENT,0
52,46371.84,547,2.2,1,0.6875,1,2044.27,24,0.022,RENT,DEBT_CONSOLIDATION,1
23,166623.9,615,19.4,2,0.1907,13,15054.28,12,0.0903,MORTGAGE,MEDICAL,0
49,45331.9,685,8.8,3,0.2164,16,60000.0,72,0.2206,RENT,DEBT_CONSOLIDATION,0
59,31386.97,583,1.2,1,0.2741,2,8110.46,36,0.0861,MORTGAGE,DEBT_CONSOLIDATION,1
55,26387.38,596,10.6,0,0.2281,15,13744.77,12,0.5209,RENT,HOME_IMPROVEMENT,0
35,50181.69,763,6.4,0,0.142,9,13076.83,24,0.1303,RENT,MEDICAL,0
60,95797.5,692,1.8,3,0.1369,1,15467.78,84,0.0231,OWN,HOME_IMPROVEMENT,0
37,44892.51,689,1.7,2,0.2308,3,14828.92,36,0.1101,RENT,HOME_IMPROVEMENT,0
51,125336.48,722,5.7,1,0.0239,1,33576.46,24,0.1339,MORTGAGE,DEBT_CONSOLIDATION,0
43,59656.55,666,0.3,1,0.1094,3,9288.57,60,0.0311,MORTGAGE,DEBT_CONSOLIDATION,0
24,104274.18,675,0.3,0,0.161,12,13540.08,60,0.026,RENT,BUSINESS,0
22,40992.3,716,4.2,0,0.3421,7,4908.86,36,0.0399,OWN,EDUCATION,0
29,41311.31,744,3.8,1,0.7636,6,7952.85,84,0.0275,RENT,DEBT_CONSOLIDATION,1
62,62662.78,719,6.9,2,0.2796,10,14238.89,36,0.0757,OWN,MEDICAL,0
63,76212.24,796,3.7,1,0.3481,2,18417.55,60,0.0483,RENT,HOME_IMPROVEMENT,0
39,54749.38,681,6.6,3,0.4641,10,16140.66,48,0.0737,OWN,DEBT_CONSOLIDATION,0
63,69302.26,572,0.6,1,0.6426,3,14110.91,24,0.1018,RENT,HOME_IMPROVEMENT,1
24,80357.68,767,1.6,0,0.3022,14,6751.95,48,0.021,RENT,DEBT_CONSOLIDATION,0
63,29429.33,660,1.9,0,0.2468,16,12239.93,84,0.0594,MORTGAGE,EDUCATION,1
31,50490.04,618,1.5,2,0.4299,1,15091.71,72,0.0498,MORTGAGE,DEBT_CONSOLIDATION,0
23,46196.47,736,8.3,0,0.4155,5,17431.78,48,0.0943,RENT,DEBT_CONSOLIDATION,0
54,47331.86,709,8.7,1,0.1694,3,23299.94,60,0.0985,OWN,HOME_IMPROVEMENT,0
38,73382.36,577,4.9,0,0.3151,11,10183.43,36,0.0463,MORTGAGE,DEBT_CONSOLIDATION,0
34,46518.5,733,1.6,1,0.0139,16,10635.64,48,0.0572,OWN,EDUCATION,0
54,21970.62,829,15.6,1,0.2236,3,25277.46,48,0.2876,RENT,BUSINESS,1
36,53196.12,705,0.7,3,0.0745,1,14166.07,72,0.0444,RENT,DEBT_CONSOLIDATION,0
54,35164.66,659,2.4,1,0.4479,6,9616.66,24,0.1367,MORTGAGE,HOME_IMPROVEMENT,0
30,76739.05,546,2.4,1,0.1684,14,7833.01,72,0.017,RENT,DEBT_CONSOLIDATION,0
25,89576.52,844,0.0,0,0.1895,11,28191.5,72,0.0525,RENT,DEBT_CONSOLIDATION,0
35,20182.79,638,11.1,2,0.2046,3,21110.16,48,0.2615,MORTGAGE,BUSINESS,1
48,40655.28,567,0.4,1,0.3897,12,10354.61,36,0.0849,MORTGAGE,MEDICAL,0
31,71445.24,688,0.9,0,0.3587,10,11751.0,24,0.0822,OWN,HOME_IMPROVEMENT,0
28,29600.97,760,13.3,0,0.559,12,17643.34,60,0.1192,MORTGAGE,EDUCATION,0
54,88550.69,778,7.6,2,0.2129,9,5087.22,48,0.0144,RENT,HOME_IMPROVEMENT,0
43,101180.19,626,11.8,2,0.5301,15,49975.51,72,0.0823,MORTGAGE,EDUCATION,0
40,55215.12,672,3.8,1,0.3854,3,5424.49,12,0.0982,MORTGAGE,MEDICAL,0
32,40661.79,680,15.0,2,0.068,14,34652.64,24,0.4261,MORTGAGE,BUSINESS,1
22,20000.0,758,5.4,1,0.2768,13,10610.79,48,0.1326,RENT,EDUCATION,1
24,89950.31,727,3.0,1,0.6007,9,24032.4,36,0.0891,OWN,DEBT_CONSOLIDATION,0
51,162961.38,701,2.0,1,0.1118,12,11915.86,48,0.0183,RENT,DEBT_CONSOLIDATION,0
25,146946.76,753,9.0,0,0.4091,7,6394.09,60,0.0087,OWN,EDUCATION,0
32,54312.69,571,1.4,0,0.2193,11,13508.56,60,0.0497,OWN,EDUCATION,0
61,34671.11,713,10.2,1,0.1948,14,22049.25,48,0.159,OWN,DEBT_CONSOLIDATION,1
36,91017.96,697,1.4,1,0.2298,12,28029.83,12,0.308,RENT,BUSINESS,0
54,56194.02,675,8.7,1,0.1098,10,19325.59,84,0.0491,MORTGAGE,DEBT_CONSOLIDATION,0
36,76043.88,660,17.9,4,0.4224,11,10035.45,48,0.033,OWN,DEBT_CONSOLIDATION,0
62,69659.6,690,2.5,2,0.4477,2,7392.01,12,0.1061,RENT,EDUCATION,1
57,62724.14,634,3.3,2,0.1887,16,5848.76,36,0.0311,RENT,DEBT_CONSOLIDATION,0
42,100133.23,850,0.3,0,0.2299,13,7527.45,36,0.0251,MORTGAGE,DEBT_CONSOLIDATION,0
51,102010.81,788,6.4,1,0.2866,4,40028.82,72,0.0654,MORTGAGE,DEBT_CONSOLIDATION,0
39,46104.05,767,1.3,1,0.23,4,26810.21,84,0.0831,RENT,MEDICAL,0
62,37738.79,637,0.2,6,0.3974,15,5567.85,36,0.0492,MORTGAGE,DEBT_CONSOLIDATION,1
37,20000.0,603,4.5,0,0.2566,1,2899.34,84,0.0207,OWN,MEDICAL,0
57,50358.33,663,2.9,0,0.1753,1,4081.89,12,0.0811,OWN,MEDICAL,0
48,34659.86,689,7.8,0,0.0411,11,12270.23,36,0.118,OWN,DEBT_CONSOLIDATION,0
49,73835.76,564,8.0,1,0.268,10,30179.38,84,0.0584,MORTGAGE,EDUCATION,0
37,50618.2,718,6.3,0,0.3699,16,23504.98,36,0.1548,MORTGAGE,DEBT_CONSOLIDATION,1
57,53438.44,766,1.7,1,0.5347,13,14242.98,12,0.2665,OWN,DEBT_CONSOLIDATION,0
54,89857.74,501,8.1,3,0.4129,9,5307.22,24,0.0295,RENT,DEBT_CONSOLIDATION,1
57,73030.13,607,1.2,1,0.1617,15,15147.88,84,0.0296,MORTGAGE,DEBT_CONSOLIDATION,0
56,56480.74,778,1.9,5,0.2177,3,14032.86,48,0.0621,RENT,MEDICAL,1
28,139136.79,709,3.7,3,0.2854,7,21723.49,84,0.0223,MORTGAGE,BUSINESS,1
59,86601.68,610,6.7,0,0.2806,3,15851.41,48,0.0458,RENT,EDUCATION,0
58,48633.58,738,1.0,2,0.1844,4,2969.44,24,0.0305,RENT,EDUCATION,0
32,49730.48,632,1.1,1,0.0409,9,2667.67,24,0.0268,RENT,DEBT_CONSOLIDATION,0
64,88804.26,661,3.3,1,0.4537,2,17411.83,84,0.028,OWN,DEBT_CONSOLIDATION,0
44,66265.38,588,4.5,2,0.454,15,3566.38,48,0.0135,RENT,DEBT_CONSOLIDATION,0
35,34180.83,681,0.4,2,0.5001,14,13566.51,60,0.0794,MORTGAGE,HOME_IMPROVEMENT,0
31,93653.44,761,1.2,4,0.47,9,1855.95,24,0.0099,OWN,MEDICAL,0
37,112264.85,641,2.5,2,0.2489,5,20928.29,72,0.0311,MORTGAGE,BUSINESS,0
23,108087.29,731,0.5,3,0.333,4,35281.83,84,0.0466,RENT,EDUCATION,0
51,129492.02,676,6.0,2,0.2412,9,25473.35,84,0.0281,MORTGAGE,DEBT_CONSOLIDATION,0
52,168484.5,766,1.4,2,0.6256,9,14471.81,48,0.0215,RENT,BUSINESS,0
50,142198.54,642,9.1,2,0.0517,8,18792.55,12,0.1322,MORTGAGE,BUSINESS,1
45,70992.6,804,1.9,1,0.4753,17,7619.83,60,0.0215,OWN,BUSINESS,0
37,53948.55,734,2.6,4,0.4583,12,14272.82,48,0.0661,MORTGAGE,DEBT_CONSOLIDATION,1
53,23985.37,699,13.3,0,0.4474,11,5622.11,36,0.0781,OWN,EDUCATION,0
59,60200.38,702,4.2,3,0.5418,5,6844.52,48,0.0284,OWN,HOME_IMPROVEMENT,0
25,77619.04,642,2.2,2,0.0502,2,24760.67,84,0.0456,OWN,EDUCATION,1
38,61192.29,637,3.4,1,0.5055,16,15376.83,36,0.0838,MORTGAGE,EDUCATION,0
64,23292.57,700,4.5,2,0.4319,11,3192.49,12,0.1371,MORTGAGE,EDUCATION,0
59,51880.04,584,16.3,2,0.517,11,14962.95,60,0.0577,MORTGAGE,MEDICAL,1
64,82674.46,631,3.1,1,0.1144,5,15484.89,24,0.0936,RENT,HOME_IMPROVEMENT,0
29,35847.98,605,0.9,2,0.6197,10,20956.88,12,0.5846,RENT,MEDICAL,1
41,65045.72,725,5.6,1,0.1461,15,5950.22,12,0.0915,MORTGAGE,BUSINESS,0
27,74296.08,726,1.1,1,0.1403,4,11975.33,48,0.0403,RENT,MEDICAL,0
59,104713.55,781,8.1,0,0.3702,4,28407.05,36,0.0904,OWN,EDUCATION,0
44,140970.04,653,0.1,0,0.452,2,23759.8,60,0.0337,MORTGAGE,DEBT_CONSOLIDATION,0
32,49567.32,615,1.6,0,0.423,9,6736.77,12,0.1359,RENT,DEBT_CONSOLIDATION,0
25,65635.94,562,2.5,2,0.3674,9,7640.91,24,0.0582,OWN,HOME_IMPROVEMENT,1
53,66671.62,701,3.6,1,0.0319,14,14893.37,60,0.0447,OWN,HOME_IMPROVEMENT,0
56,82841.75,791,4.6,3,0.2801,5,14484.76,36,0.0583,MORTGAGE,DEBT_CONSOLIDATION,0
59,78331.22,674,6.1,1,0.0895,9,12707.67,72,0.027,OWN,EDUCATION,0
63,122088.66,682,15.6,2,0.3647,13,44662.54,24,0.1829,RENT,EDUCATION,0
57,20000.0,679,4.7,0,0.6248,12,32585.66,36,0.5431,MORTGAGE,DEBT_CONSOLIDATION,0
55,73792.36,700,0.1,1,0.1323,14,30719.36,36,0.1388,RENT,DEBT_CONSOLIDATION,1
56,76397.52,759,1.6,1,0.0842,17,12424.8,12,0.1626,MORTGAGE,HOME_IMPROVEMENT,0
64,53230.42,833,10.6,1,0.2112,11,11877.75,72,0.0372,RENT,DEBT_CONSOLIDATION,0
41,20000.0,719,6.3,1,0.0962,6,22474.81,84,0.1605,MORTGAGE,HOME_IMPROVEMENT,0
54,58075.66,725,1.5,1,0.0681,13,11903.07,84,0.0293,RENT,BUSINESS,0
57,41970.39,660,6.8,1,0.209,5,12402.74,48,0.0739,MORTGAGE,EDUCATION,1
27,138548.77,671,8.3,0,0.288,3,7729.33,60,0.0112,MORTGAGE,HOME_IMPROVEMENT,0
51,72232.52,670,1.6,3,0.3937,13,7115.01,48,0.0246,MORTGAGE,BUSINESS,1
36,40225.55,650,11.3,0,0.3916,13,11610.57,60,0.0577,RENT,EDUCATION,0
27,21454.24,690,1.6,2,0.1423,2,17156.79,24,0.3998,MORTGAGE,BUSINESS,1
29,80443.38,729,4.3,0,0.3317,1,34804.38,72,0.0721,MORTGAGE,BUSINESS,0
26,84802.02,685,3.2,2,0.2552,4,30117.48,12,0.3552,RENT,DEBT_CONSOLIDATION,0
60,53750.68,657,2.6,2,0.4346,8,6646.74,24,0.0618,MORTGAGE,EDUCATION,0
55,80970.3,690,11.5,0,0.2598,5,10587.16,48,0.0327,RENT,MEDICAL,0
26,50305.25,603,15.2,1,0.5158,17,37598.73,12,0.7474,MORTGAGE,EDUCATION,1
48,102089.75,744,5.0,1,0.1027,10,25256.71,12,0.2474,RENT,DEBT_CONSOLIDATION,0
50,98355.37,646,13.2,2,0.1102,16,27195.83,60,0.0553,RENT,EDUCATION,0
